Name,Value,Byte Offset,Type
vp_c1_data[229],"3.95080E-38, 2.61279E+17, 5.54831E-38, 5.63135E+15",3664,float4
vp_c1_data[230],"-5.31793E+37, 2.91865E-39, 6.45397E-40, 0.00021",3680,float4
vp_c1_data[231],"6.48615E-40, 7.45235E-08, 6.44665E-40, 0.00021",3696,float4
vp_c1_data[232],"-5.31794E+37, 2.91721E-39, 6.49335E-40, 7.45254E-08",3712,float4
vp_c1_data[233],"6.13677E-38, 2.61279E+17, 6.43602E-40, 0.00021",3728,float4
vp_c1_data[234],"-7.38157E+20, 2.89425E-39, 1.97483E-38, 5.63108E+15",3744,float4
vp_c1_data[235],"1.34103E-29, -1.34006E+29, 7.64665E-22, 1311108.50",3760,float4
vp_c1_data[236],"-5.31794E+37, 2.91721E-39, 6.52913E-40, 7.45190E-08",3776,float4
vp_c1_data[237],"7.11583E-22, 1311060.50, 6.49331E-40, 7.45199E-08",3792,float4
vp_c1_data[238],"-5.31794E+37, 2.89430E-39, 6.58773E-22, 1311028.50",3808,float4
vp_c1_data[239],"4.24367E-38, 5.63067E+15, 3.36283E-38, 5.66396E+07",3824,float4
vp_c1_data[240],"-5.38440E+37, 2.91730E-39, 3.65585E-38, 5.63149E+15",3840,float4
vp_c1_data[241],"3.06810E-38, 5.63060E+15, 2.12180E-38, 5.63115E+15",3856,float4
vp_c1_data[242],"-5.38440E+37, 2.89425E-39, 5.84878E-37, 1310772.50",3872,float4
vp_c1_data[243],"6.31898E-37, 1310788.50, 2.33979E-36, 5.66724E+07",3888,float4
vp_c1_data[244],"-4.25456E+37, 2.64314E-39, 7.89787E-38, 3.24259E+17",3904,float4
vp_c1_data[245],"2.47957E-38, 3.24259E+17, 6.53267E-40, 1.71799E+10",3920,float4
vp_c1_data[246],"-4.83664E+25, 2.91578E-39, 2.12140E-38, 3.24259E+17",3936,float4
vp_c1_data[247],"2.12085E-39, 1.71799E+10, 9.46124E-39, 2.61279E+17",3952,float4
vp_c1_data[248],"-4.25450E+37, 2.68762E-39, 6.51480E-40, 1.71799E+10",3968,float4
vp_c1_data[249],"4.53847E-38, 5.66396E+07, 6.50764E-40, 1.71799E+10",3984,float4
vp_c1_data[250],"-7.38157E+20, 2.91578E-39, 1.97482E-38, 5.63053E+15",4000,float4
vp_c1_data[251],"2.12013E-39, 1.71799E+10, 3.65570E-38, 2.61279E+17",4016,float4
vp_c1_data[252],"-3.32369E+36, 2.92295E-39, 2.12263E-39, 1.71799E+10",4032,float4
vp_c1_data[253],"2.52846E-36, 5.66724E+07, 3.94950E-38, 2.61279E+17",4048,float4
vp_c1_data[254],"-5.31794E+37, 8.79496E-39, 3.06860E-38, 5.63108E+15",4064,float4
vp_c1_data[255],"3.36240E-38, 2.61279E+17, 2.77423E-38, 2.61279E+17",4080,float4
vp_c1_data[256],"-3.32436E+36, 2.06492E-24, 3.36219E-38, 2.61279E+17",4096,float4
vp_c1_data[257],"2.48078E-38, 2.61279E+17, 2.48035E-38, 2.61279E+17",4112,float4
vp_c1_data[258],"-5.33456E+37, 2.91721E-39, 9.46374E-39, 2.62405E+17",4128,float4
vp_c1_data[259],"6.72380E-38, 5.66396E+07, 2.48057E-38, 2.61279E+17",4144,float4
vp_c1_data[260],"-3.32371E+36, 4.80777E-34, 2.12180E-38, 2.61279E+17",4160,float4
vp_c1_data[261],"3.36161E-38, 5.63087E+15, 2.26881E-38, 2.61279E+17",4176,float4
vp_c1_data[262],"-5.38440E+37, 2.91721E-39, 3.06788E-38, 5.63067E+15",4192,float4
vp_c1_data[263],"2.71585E-36, 5.66724E+07, 2.47999E-38, 5.70131E+15",4208,float4
vp_c1_data[264],"-3.32371E+36, 2.91721E-39, 1.68106E-38, 2.61279E+17",4224,float4
vp_c1_data[265],"2.12169E-38, 5.63053E+15, 2.79173E-38, 2.43265E+17",4240,float4
vp_c1_data[266],"-7.38013E+20, 2.91721E-39, 3.36254E-38, 5.63012E+15",4256,float4
vp_c1_data[267],"1.24010E-38, 1.71799E+10, 9.46193E-39, 5.63026E+15",4272,float4
vp_c1_data[268],"-3.32371E+36, 2.91865E-39, 2.13055E-38, 2.43265E+17",4288,float4
vp_c1_data[269],"3.96925E-37, 6.08339E+07, 1.78671E-21, 7.97074E+07",4304,float4
vp_c1_data[270],"-1.91292E+23, 2.91865E-39, 5.85004E-37, 6.08339E+07",4320,float4
vp_c1_data[271],"6.52608E-39, 1.71799E+10, 9.55054E-39, 2.43265E+17",4336,float4
vp_c1_data[272],"-6.44779E+37, 2.89425E-39, 4.43910E-37, 1310900.00",4352,float4
vp_c1_data[273],"7.93851E-37, 6.08339E+07, 6.31989E-37, 1310852.00",4368,float4
vp_c1_data[274],"-5.31898E+37, 2.91874E-39, 1.78718E-21, 5.87404E+07",4384,float4
vp_c1_data[275],"4.90838E-37, 1310900.00, 8.87821E-37, 1310996.00",4400,float4
vp_c1_data[276],"-6.38133E+37, 2.89426E-39, 6.78917E-37, 1310852.00",4416,float4
vp_c1_data[277],"2.26881E-38, 2.61279E+17, 5.37915E-37, 5.66396E+07",4432,float4
vp_c1_data[278],"-7.44471E+37, 3.15082E-29, 9.81676E-37, 1310996.00",4448,float4
vp_c1_data[279],"7.25960E-37, 5.66396E+07, 2.26866E-38, 5.63032E+15",4464,float4
